"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"2001","S","A2013915","Apartment","Beltline","03/07/2023","$269,500.00","$260,000.00","667","1053 10 Street SW Unit#1712","Calgary","2006","96","Tom Styles","CSTYLETO","","Lili Ou","COULI","","CAL Zone CC"
"2001","S","A2023848","Apartment","Beltline","03/02/2023","$265,000.00","$259,500.00","641","210 15 Avenue SE Unit#1302","Calgary","2008","20","Julie Vesuwalla","CVESUWJU","","Jayesh Chaudhary","CCHAUDJA","","CAL Zone CC"
"2001","S","A2029625","Apartment","Somerset","03/20/2023","$259,000.00","$258,000.00","842","3000 Somervale Court SW Unit#307","Calgary","2001","10","Julie Zhang","CZHANGFA","","Mody Ibrahim El Sayed","CIBRAHMO","","CAL Zone S"
"2001","S","A2027831","Apartment","Skyview Ranch","03/24/2023","$264,786.00","$258,000.00","788","4641 128 Avenue NE Unit#3207","Calgary","2019","23","Imtiaz Ahmed","CAHMEDIM","CJIVRAPA","Adit Muir","CMUIRAD","","CAL Zone NE"
"2001","S","A2023727","Row/Townhouse","Queensland","03/06/2023","$257,900.00","$257,900.00","810","123 Queensland Drive SE Unit#28","Calgary","1977","10","Gregory Marr","CMARRGR","","Kelly McTighe","CMCTIGKE","","CAL Zone S"
"2001","S","A2029904","Row/Townhouse","Acadia","03/16/2023","$260,000.00","$257,500.00","969","219 90 Avenue SE Unit#73","Calgary","1970","9","Lara Mitchell","CMITCHLA","","Lara Mitchell","CMITCHLA","","CAL Zone S"
"2001","S","A2032230","Apartment","Windsor Park","03/24/2023","$258,800.00","$257,000.00","883","723 57 Avenue SW Unit#315","Calgary","1982","8","Luke McLaren","CMCLARLU","CMCLARHA","Jodi Flodstedt","CFLODSJO","","CAL Zone CC"
"2001","S","A2028000","Apartment","Bridgeland/Riverside","03/16/2023","$259,000.00","$257,000.00","600","955 McPherson Road NE Unit#422","Calgary","2013","17","Amir Yanny","CYANNYAM","","Marcelle Hajjoul","CHAJJOMA","","CAL Zone CC"
"2001","S","A2027814","Apartment","Skyview Ranch","03/08/2023","$259,900.00","$257,000.00","906","155 Skyview Ranch Way NE Unit#6414","Calgary","2013","12","Shravan Chawla","CCHAWLSH","","Kris Paul","CPAULKR1","","CAL Zone NE"
"2001","S","A2021922","Apartment","Sunnyside","03/15/2023","$275,000.00","$257,000.00","795","630 10 Street NW Unit#307","Calgary","2001","29","Terri Camore","CCAMORTE","","Doug McNaughton","CMCNAUDO","","CAL Zone CC"
"2001","S","A2017043","Apartment","Midnapore","03/11/2023","$259,900.00","$256,500.00","822","15304 Bannister Road SE Unit#214","Calgary","2008","66","Priscilla Vitale","CVITALPR","","Vincent Robichaud","CROBICVI","","CAL Zone S"
"2001","S","A2029984","Apartment","Seton","03/25/2023","$259,900.00","$256,000.00","579","20 Seton Park SE Unit#207","Calgary","2018","16","Jordan Helwerda","CHELWEJO","CBATTECO","Andrey Kutepov","CKUTEPAN","","CAL Zone SE"
"2001","S","A2023934","Apartment","Cliff Bungalow","03/13/2023","$259,900.00","$256,000.00","836","540 18 Avenue SW Unit#403","Calgary","1982","33","Alex Jens","CJENSAL","","Hakan Bahadir","CBAHADHA","","CAL Zone CC"
"2001","S","A2029875","Apartment","Seton","03/24/2023","$260,000.00","$255,250.00","645","19621 40 Street SE Unit#321","Calgary","2019","15","Eric Dennis","CDENNIER","","Olena Sobkovych","CSOBKOOL","","CAL Zone SE"
"2001","S","A2033653","Apartment","West Springs","03/28/2023","$259,000.00","$255,000.00","526","7 Westpark Common SW Unit#104","Calgary","2013","7","Julia Yan","CYANJU","","Kelvin Adolph","CADOLPKE","","CAL Zone W"
"2001","S","A2031881","Apartment","Bridlewood","03/27/2023","$257,900.00","$255,000.00","1,066","16969 24TH STREET SW Unit#3108","Calgary","2011","13","Tyler Hassman","CHASSMTY","CMACKIMI","Peter Chapman","CCHAPMPE","","CAL Zone S"
