"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","A2024361","Detached","Silver Springs","02/22/2023","$559,000.00","$581,000.00","1,324","155 Silvercreek Drive NW","Calgary","1975","13","Sandra Ukrainetz","CUKRAISA","CHUNTEKE","Howard Pounall","CPOUNAHO1","","CAL Zone NW"
"501","S","A2026419","Detached","Thorncliffe","02/24/2023","$530,000.00","$580,000.00","1,005","35 Northmount Crescent NW","Calgary","1956","6","Carlyn Holmes","CHOLMECA","CAMANKAM","Marti Bogue","CBOGUEMA","","CAL Zone N"
"501","S","A2025674","Detached","Shawnessy","02/25/2023","$499,900.00","$580,000.00","1,184","327 Shannon Square SW","Calgary","2002","2","Tyler Tost","CTOSTTY","CMYERSCR","Zhen Fang","CFANGZH","","CAL Zone S"
"501","S","A2024460","Detached","Canyon Meadows","02/13/2023","$619,000.00","$580,000.00","1,848","1316 116 Avenue SW","Calgary","1972","3","Beverly Marsh","CMARSHBE","CMARSHKA2","Abe Elhage","CELHAGIB","","CAL Zone S"
"501","S","A2024357","Detached","Auburn Bay","02/24/2023","$549,900.00","$580,000.00","1,685","451 Auburn Bay Heights SE","Calgary","2006","15","Robin Spiers","CSPIERRO","","Dan Peters","CPETERDA2","","CAL Zone SE"
"501","S","A2024311","Semi Detached (Half Duplex)","Chaparral","02/11/2023","$569,800.00","$580,000.00","1,267","37 Chaparral Villas SE","Calgary","2000","2","Brady Layton","CLAYTOBR","","PJ Forrayi","CFORRAPJ","","CAL Zone S"
"501","S","A2023115","Detached","Dalhousie","02/04/2023","$559,000.00","$580,000.00","1,291","5936 53 Street NW","Calgary","1969","1","Vincent Robichaud","CROBICVI","","Rajesh Mathew","CMATHERA","","CAL Zone NW"
"501","S","A2021873","Detached","Hidden Valley","02/11/2023","$589,900.00","$580,000.00","1,563","55 Hidden Mews","Calgary","1997","13","Angeline Lal","CLALAN1","","Harman Powar","CPOWARHA","","CAL Zone N"
"501","S","A2020729","Semi Detached (Half Duplex)","Yorkville","02/16/2023","$585,000.00","$580,000.00","1,603","173 Yorkville Manor SW","Calgary","2019","23","Derek Thistle","CTHISTDE","","Romel Castro","CCASTRRO","","CAL Zone S"
"501","S","A2019835","Detached","Redstone","02/04/2023","$599,900.00","$580,000.00","1,726","424 Redstone Grove NE","Calgary","2013","17","Amrinder Uppal","CUPPALAM","","Shaukat Hayat","CHAYATSH","CJAHANSA","CAL Zone NE"
"501","S","A2019268","Detached","Legacy","02/15/2023","$592,900.00","$580,000.00","2,027","1626 Legacy Circle SE","Calgary","2015","28","John Young","CYOUNGJO1","","Arce Morales","CMORALAR1","","CAL Zone S"
"501","S","A2016685","Full Duplex","Albert Park/Radisson Heights","02/22/2023","$600,000.00","$580,000.00","2,133","222 Radley Place SE","Calgary","1979","49","Christopher Matlashewski","CMATLACH","","Gary Basra","CBASRAGU","","CAL Zone E"
"501","S","A2013400","Detached","Bonavista Downs","02/03/2023","$585,000.00","$580,000.00","1,177","12 Lake Huron Place SE","Calgary","1977","70","Melanie Cantius","CCANTIME","","Melanie Cantius","CCANTIME","","CAL Zone S"
"501","S","A2009680","Detached","Riverbend","02/11/2023","$595,900.00","$580,000.00","2,062","168 Riverbrook Way SE","Calgary","1986","102","Scott Glover","CGLOVESC","","Katherine Ironside","CIRONSKA","","CAL Zone SE"
