"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1001","S","A2088423","Row/Townhouse","Christie Park","11/03/2023","$450,000.00","$457,500.00","1,237","205 Christie Park Mews SW","Calgary","1994","15","Ken Rigel","CRIGELKE","","Leon Wang","CWANGSH1","","CAL Zone W"
"1001","S","A2086435","Detached","Martindale","11/17/2023","$459,900.00","$457,000.00","1,106","228 Martindale Drive NE","Calgary","1992","37","Sandra Wozniak","CWOZNISA","","Surya Adhikari","CADHIKSU","","CAL Zone NE"
"1001","S","A2092393","Semi Detached (Half Duplex)","Evergreen","11/21/2023","$449,900.00","$455,000.00","1,061","68 Everridge Villas SW","Calgary","2004","4","Nora Larioza","CLARIONO","","Jenna Nguyen","CNGUYETH4","","CAL Zone S"
"1001","S","A2091132","Row/Townhouse","Cornerstone","11/22/2023","$464,900.00","$455,000.00","1,451","1731 Cornerstone Boulevard NE","Calgary","2019","20","Lisa Thomas","CTHOMALI1","","Hani Shihab","CSHIHAHA","CSHIHAHA","CAL Zone NE"
"1001","S","A2089674","Apartment","Hillhurst","11/11/2023","$459,900.00","$455,000.00","985","1321 Kensington Close NW Unit#311","Calgary","2008","16","Amy Simpson","CSIMPSAM","","Michael Ullrich","CULLRIMI","","CAL Zone CC"
"1001","S","A2088977","Row/Townhouse","Cornerstone","11/14/2023","$449,900.00","$455,000.00","1,517","20 Cornerstone Passage NE","Calgary","2021","24","Gijo Varghese","CVARGHGI","","Uzma Saiyed","CSAIYEUZ","","CAL Zone NE"
"1001","S","A2092344","Apartment","Douglasdale/Glen","11/23/2023","$459,900.00","$454,500.00","855","221 Quarry Way SE Unit#305","Calgary","2015","14","Greg Wiseman","CWISEMGR","","Kelsey Jones","CJONESKE8","","CAL Zone SE"
"1001","S","A2087646","Detached","Monterey Park","11/10/2023","$459,000.00","$452,000.00","919","214 Saratoga Close NE","Calgary","1994","25","Zully Merali","CMERALZU","","Nirbhai Sidhu","CSIDHUNI","","CAL Zone NE"
"1001","S","A2070092","Row/Townhouse","Montgomery","11/21/2023","$459,700.00","$452,000.00","1,078","4519 Bowness Road NW Unit#2","Calgary","2017","113","Waras Dhaliwal","CDHALIWA","CDEOLMA","Fei Ye","CYEFEI","","CAL Zone NW"
"1001","S","A2092382","Detached","Forest Heights","11/14/2023","$419,900.00","$451,250.00","1,105","4811 Memorial Drive SE","Calgary","1969","5","Chris Richter","CRICHTCH","CPILONJE","Raja Shakeel","CSHAKERA","","CAL Zone E"
